ID_Trabajador,Edad,Sexo,Departamento,Zona,Tipo_Actividad,Horas_Trabajadas_Semana,Ingreso_Mensual,Acceso_Beneficios,Tiene_Contrato_Escrito,Formalidad
298,49,Femenino,San Martín,Urbana,Servicio doméstico,40,923.23,Ninguno,No,Formal
299,30,Masculino,Arequipa,Urbana,Comercio ambulante,36,742.11,Salud y pensión,No,Informal
300,47,Masculino,Lima,Urbana,Comercio ambulante,24,1139.9,Ninguno,No,Informal
301,46,Femenino,Huancavelica,Urbana,Microempresa,34,1149.41,Solo salud,Sí,Informal
302,36,Masculino,Arequipa,Urbana,Comercio ambulante,13,1033.29,Solo salud,No,Informal
303,22,Masculino,San Martín,Urbana,Comercio ambulante,38,1705.56,Ninguno,No,Formal
304,41,Femenino,Huancavelica,Urbana,Microempresa,14,991.63,Salud y pensión,No,Informal
305,54,Masculino,Arequipa,Urbana,Empleo formal,44,1227.74,Solo salud,No,Informal
306,60,Masculino,Huancavelica,Urbana,Microempresa,18,1187.98,Solo salud,No,Formal
307,53,Masculino,Arequipa,Rural,Microempresa,23,874.75,Ninguno,No,Formal
308,56,Femenino,Cusco,Urbana,Empleo formal,24,1660.13,Salud y pensión,Sí,Informal
309,61,Masculino,Cusco,Urbana,Empleo formal,40,895.81,Ninguno,Sí,Formal
310,42,Masculino,Lima,Urbana,Empleo formal,43,1487.47,Salud y pensión,No,Informal
311,44,Femenino,Huancavelica,Rural,Microempresa,50,1774.17,Salud y pensión,No,Informal
312,36,Femenino,San Martín,Rural,Comercio ambulante,39,1162.9,Salud y pensión,No,Informal
313,24,Masculino,Cusco,Urbana,Servicio doméstico,37,1099.1,Ninguno,Sí,Informal
314,18,Masculino,Cusco,Urbana,Microempresa,48,883.15,Ninguno,No,Formal
315,20,Masculino,Cusco,Urbana,Empleo formal,13,1459.17,Ninguno,No,Formal
316,62,Masculino,Huancavelica,Urbana,Servicio doméstico,38,345.15,Ninguno,No,Formal
317,64,Masculino,Lambayeque,Rural,Comercio ambulante,33,1491.44,Salud y pensión,No,Formal
318,34,Femenino,San Martín,Urbana,Comercio ambulante,20,2184.52,Ninguno,Sí,Informal
319,52,Masculino,Cusco,Urbana,Comercio ambulante,37,1340.32,Salud y pensión,No,Informal
320,18,Femenino,Huancavelica,Rural,Servicio doméstico,52,1850.44,Solo salud,No,Informal
321,43,Masculino,Cusco,Rural,Microempresa,13,648.4,Ninguno,No,Informal
322,57,Masculino,Lambayeque,Rural,Microempresa,11,1347.52,Solo salud,Sí,Informal
323,21,Masculino,Lambayeque,Rural,Microempresa,20,1077.11,Ninguno,No,Formal
324,41,Femenino,San Martín,Rural,Microempresa,32,694.15,Salud y pensión,No,Informal
325,61,Femenino,Lambayeque,Urbana,Empleo formal,26,1521.32,Ninguno,No,Informal
326,60,Masculino,San Martín,Urbana,Microempresa,51,523.09,Ninguno,No,Formal
327,29,Femenino,San Martín,Urbana,Servicio doméstico,52,1052.34,Ninguno,No,Informal
328,18,Femenino,Cusco,Urbana,Comercio ambulante,31,962.84,Ninguno,Sí,Formal
329,21,Femenino,Huancavelica,Urbana,Empleo formal,42,472.94,Ninguno,No,Formal
330,61,Masculino,Arequipa,Urbana,Freelance,54,839.08,Solo salud,No,Informal
331,47,Masculino,Arequipa,Urbana,Empleo formal,42,1683.72,Ninguno,No,Formal
332,42,Masculino,Lima,Urbana,Comercio ambulante,20,841.55,Solo salud,Sí,Formal
333,36,Masculino,Huancavelica,Rural,Empleo formal,21,1974.79,Ninguno,No,Informal
334,50,Femenino,Huancavelica,Urbana,Comercio ambulante,33,790.82,Solo salud,Sí,Informal
335,57,Femenino,Cusco,Rural,Comercio ambulante,12,1239.48,Salud y pensión,No,Informal
336,48,Masculino,Lima,Urbana,Empleo formal,23,1497.01,Solo salud,No,Formal
337,45,Femenino,Lima,Urbana,Microempresa,17,888.41,Ninguno,No,Informal
338,49,Masculino,Lima,Rural,Microempresa,10,1476.57,Ninguno,No,Informal
339,26,Femenino,Huancavelica,Urbana,Servicio doméstico,16,895.15,Ninguno,No,Informal
340,61,Masculino,Huancavelica,Urbana,Comercio ambulante,47,816.01,Ninguno,No,Informal
341,48,Masculino,Arequipa,Urbana,Freelance,36,830.81,Ninguno,Sí,Formal
342,37,Masculino,Huancavelica,Urbana,Microempresa,23,1547.71,Ninguno,Sí,Informal
343,20,Femenino,Huancavelica,Urbana,Microempresa,40,1948.04,Ninguno,No,Informal
344,18,Masculino,Arequipa,Rural,Empleo formal,43,1481.68,Solo salud,No,Informal
345,42,Masculino,San Martín,Rural,Microempresa,56,1034.23,Solo salud,No,Informal
346,45,Femenino,Lambayeque,Urbana,Empleo formal,22,1766.87,Solo salud,Sí,Informal
347,36,Masculino,Lambayeque,Urbana,Comercio ambulante,16,1760.18,Ninguno,No,Informal
348,31,Femenino,San Martín,Urbana,Microempresa,23,1288.68,Ninguno,No,Informal
349,40,Femenino,Huancavelica,Rural,Freelance,51,791.46,Solo salud,Sí,Formal
350,47,Femenino,Arequipa,Urbana,Comercio ambulante,22,1279.74,Solo salud,No,Informal
351,34,Masculino,Cusco,Urbana,Empleo formal,43,715.25,Ninguno,No,Informal
352,43,Masculino,Lambayeque,Urbana,Microempresa,35,1956.74,Ninguno,No,Informal
353,52,Femenino,San Martín,Urbana,Servicio doméstico,41,1293.37,Ninguno,Sí,Informal
354,30,Masculino,Lima,Urbana,Comercio ambulante,47,927.48,Solo salud,No,Informal
355,28,Masculino,Lima,Urbana,Servicio doméstico,54,1121.0,Solo salud,No,Formal
356,63,Masculino,Huancavelica,Urbana,Microempresa,25,983.98,Salud y pensión,No,Informal
357,48,Femenino,Lima,Urbana,Empleo formal,39,1042.28,Solo salud,No,Formal
358,37,Femenino,Huancavelica,Urbana,Microempresa,41,1467.13,Solo salud,No,Formal
359,18,Femenino,Lima,Urbana,Microempresa,38,1437.64,Ninguno,No,Informal
360,64,Masculino,Lima,Rural,Comercio ambulante,31,527.0,Solo salud,No,Informal
361,31,Femenino,Cusco,Rural,Comercio ambulante,27,1342.93,Ninguno,No,Informal
362,23,Masculino,Huancavelica,Urbana,Freelance,55,1302.15,Salud y pensión,No,Informal
363,27,Femenino,Lima,Urbana,Servicio doméstico,16,1168.2,Salud y pensión,Sí,Informal
364,18,Femenino,San Martín,Urbana,Servicio doméstico,36,303.64,Ninguno,Sí,Formal
365,56,Masculino,San Martín,Urbana,Microempresa,23,963.95,Ninguno,No,Informal
366,35,Masculino,Cusco,Rural,Comercio ambulante,38,1315.08,Solo salud,Sí,Formal
367,23,Masculino,Cusco,Urbana,Empleo formal,45,1304.0,Ninguno,Sí,Informal
368,47,Femenino,Huancavelica,Rural,Comercio ambulante,35,1450.66,Salud y pensión,No,Formal
369,19,Masculino,Arequipa,Urbana,Servicio doméstico,41,654.71,Salud y pensión,Sí,Informal
370,35,Masculino,San Martín,Rural,Microempresa,30,702.32,Ninguno,No,Informal
371,60,Femenino,Cusco,Urbana,Microempresa,23,1279.22,Ninguno,Sí,Formal
372,31,Femenino,Lima,Urbana,Empleo formal,26,867.16,Ninguno,No,Informal
373,29,Masculino,Huancavelica,Urbana,Empleo formal,31,1449.82,Ninguno,No,Informal
374,46,Femenino,San Martín,Urbana,Comercio ambulante,35,798.18,Ninguno,No,Formal
375,32,Femenino,San Martín,Urbana,Comercio ambulante,55,786.72,Ninguno,No,Informal
376,35,Femenino,Lima,Urbana,Empleo formal,50,1086.55,Salud y pensión,Sí,Informal
377,54,Femenino,Huancavelica,Rural,Microempresa,52,1114.48,Ninguno,No,Formal
378,44,Femenino,Arequipa,Urbana,Comercio ambulante,27,1393.14,Salud y pensión,Sí,Formal
379,29,Masculino,Lambayeque,Urbana,Empleo formal,53,1211.35,Ninguno,No,Informal
380,59,Femenino,Arequipa,Rural,Servicio doméstico,43,316.84,Ninguno,Sí,Formal
381,39,Femenino,Lima,Urbana,Comercio ambulante,10,1049.55,Solo salud,No,Informal
382,35,Masculino,Huancavelica,Urbana,Empleo formal,17,1310.72,Salud y pensión,No,Informal
383,47,Femenino,San Martín,Urbana,Microempresa,32,1133.46,Ninguno,No,Informal
384,35,Femenino,Arequipa,Rural,Empleo formal,21,1310.61,Salud y pensión,No,Informal
385,37,Masculino,Huancavelica,Rural,Empleo formal,48,805.55,Salud y pensión,No,Informal
386,62,Femenino,San Martín,Rural,Microempresa,30,810.8,Salud y pensión,No,Informal
387,38,Masculino,Huancavelica,Rural,Microempresa,40,328.58,Solo salud,No,Formal
388,34,Masculino,San Martín,Rural,Comercio ambulante,20,1174.51,Ninguno,No,Formal
389,45,Masculino,Huancavelica,Rural,Empleo formal,21,735.19,Solo salud,Sí,Informal
390,19,Masculino,Lambayeque,Urbana,Freelance,10,1153.09,Ninguno,No,Formal
391,30,Femenino,San Martín,Urbana,Servicio doméstico,48,1439.53,Ninguno,No,Informal
392,60,Masculino,Huancavelica,Urbana,Servicio doméstico,11,1149.08,Ninguno,No,Formal
393,61,Masculino,San Martín,Urbana,Comercio ambulante,45,195.74,Solo salud,No,Informal
394,59,Masculino,Lima,Urbana,Servicio doméstico,59,1430.35,Ninguno,Sí,Informal
395,21,Femenino,Lambayeque,Urbana,Microempresa,35,2258.620239781086,Ninguno,No,Formal
396,42,Masculino,San Martín,Urbana,Microempresa,24,686.61,Salud y pensión,No,Informal
397,35,Femenino,Huancavelica,Urbana,Empleo formal,50,1511.15,Solo salud,No,Formal
398,57,Femenino,Huancavelica,Rural,Microempresa,42,1018.59,Ninguno,No,Formal
399,27,Femenino,Arequipa,Urbana,Comercio ambulante,23,1172.58,Ninguno,No,Formal
400,26,Femenino,Arequipa,Urbana,Servicio doméstico,41,1144.1,Solo salud,No,Informal
401,61,Masculino,Huancavelica,Urbana,Servicio doméstico,26,575.68,Salud y pensión,Sí,Informal
402,63,Femenino,Arequipa,Urbana,Servicio doméstico,21,1355.2,Ninguno,No,Informal
403,20,Femenino,Cusco,Urbana,Empleo formal,16,1615.26,Solo salud,Sí,Informal
404,47,Femenino,Lambayeque,Urbana,Servicio doméstico,19,1327.04,Solo salud,No,Informal
405,50,Masculino,Huancavelica,Urbana,Microempresa,17,815.09,Salud y pensión,No,Informal
406,43,Masculino,Lambayeque,Rural,Microempresa,36,1433.09,Ninguno,No,Formal
407,47,Masculino,Lambayeque,Urbana,Microempresa,18,1274.92,Ninguno,Sí,Informal
408,21,Femenino,Arequipa,Urbana,Empleo formal,16,472.31,Ninguno,Sí,Formal
409,42,Masculino,Huancavelica,Urbana,Servicio doméstico,25,1647.99,Solo salud,Sí,Informal
410,19,Masculino,Huancavelica,Urbana,Comercio ambulante,35,823.82,Solo salud,No,Informal
411,40,Masculino,Lima,Rural,Microempresa,40,978.75,Solo salud,Sí,Informal
412,41,Femenino,San Martín,Urbana,Freelance,50,1698.45,Ninguno,No,Formal
413,19,Femenino,Cusco,Urbana,Comercio ambulante,23,1939.83,Ninguno,Sí,Formal
414,57,Masculino,Cusco,Urbana,Comercio ambulante,15,1855.08,Ninguno,Sí,Formal
415,29,Femenino,Lambayeque,Urbana,Freelance,17,1728.65,Solo salud,No,Informal
416,50,Femenino,San Martín,Urbana,Freelance,17,1288.76,Salud y pensión,No,Formal
417,52,Masculino,Lima,Urbana,Freelance,57,1165.97,Solo salud,Sí,Formal
418,21,Femenino,Lambayeque,Urbana,Freelance,40,1109.19,Salud y pensión,Sí,Formal
419,50,Masculino,Huancavelica,Urbana,Freelance,42,763.56,Solo salud,No,Informal
420,35,Femenino,Arequipa,Rural,Empleo formal,35,1284.56,Solo salud,Sí,Informal
421,63,Masculino,San Martín,Urbana,Comercio ambulante,43,1013.89,Ninguno,No,Informal
422,25,Masculino,Cusco,Urbana,Freelance,27,896.58,Ninguno,Sí,Formal
423,35,Femenino,Lambayeque,Urbana,Comercio ambulante,27,2101.4,Solo salud,No,Informal
424,29,Masculino,San Martín,Urbana,Comercio ambulante,28,1065.85,Ninguno,Sí,Informal
425,30,Masculino,San Martín,Urbana,Servicio doméstico,50,677.51,Solo salud,Sí,Informal
426,28,Masculino,Arequipa,Urbana,Empleo formal,25,815.3,Solo salud,No,Informal
427,28,Masculino,San Martín,Urbana,Servicio doméstico,35,688.42,Ninguno,No,Informal
428,41,Masculino,Huancavelica,Urbana,Freelance,43,1442.06,Ninguno,No,Informal
429,18,Femenino,Huancavelica,Rural,Microempresa,39,708.22,Ninguno,Sí,Informal
430,62,Femenino,Cusco,Urbana,Comercio ambulante,55,1333.58,Ninguno,Sí,Informal
431,34,Masculino,Cusco,Urbana,Servicio doméstico,21,1452.08,Ninguno,No,Informal
432,48,Masculino,Lambayeque,Rural,Freelance,41,827.49,Ninguno,Sí,Formal
433,57,Femenino,San Martín,Urbana,Microempresa,42,2416.91,Ninguno,No,Formal
434,29,Femenino,Huancavelica,Rural,Servicio doméstico,11,1164.23,Ninguno,No,Informal
435,54,Femenino,Lima,Urbana,Comercio ambulante,26,1865.01,Solo salud,Sí,Informal
436,49,Masculino,Lambayeque,Urbana,Microempresa,59,1474.13,Ninguno,Sí,Formal
437,50,Femenino,Cusco,Urbana,Empleo formal,45,1028.55,Ninguno,No,Informal
438,28,Femenino,Huancavelica,Rural,Freelance,55,1064.78,Salud y pensión,Sí,Informal
439,55,Masculino,Arequipa,Urbana,Comercio ambulante,15,1686.2,Salud y pensión,Sí,Formal
440,22,Masculino,Arequipa,Urbana,Servicio doméstico,54,1643.96,Salud y pensión,No,Formal
441,64,Femenino,Cusco,Urbana,Empleo formal,30,1384.6,Salud y pensión,No,Informal
442,56,Femenino,Huancavelica,Urbana,Microempresa,27,1407.65,Solo salud,No,Informal
443,28,Masculino,San Martín,Rural,Microempresa,49,508.95,Solo salud,No,Informal
444,41,Masculino,Arequipa,Urbana,Empleo formal,42,571.69,Ninguno,Sí,Informal
445,62,Femenino,San Martín,Rural,Microempresa,24,1471.0,Salud y pensión,No,Informal
446,27,Femenino,Arequipa,Urbana,Comercio ambulante,20,677.82,Ninguno,No,Informal
447,51,Masculino,Cusco,Urbana,Microempresa,49,1043.39,Ninguno,No,Informal
448,18,Masculino,Huancavelica,Urbana,Microempresa,35,1530.07,Ninguno,Sí,Informal
449,26,Masculino,Lima,Rural,Empleo formal,10,845.91,Ninguno,No,Informal
450,47,Masculino,San Martín,Urbana,Freelance,12,1566.94,Solo salud,No,Informal
451,26,Masculino,Huancavelica,Urbana,Servicio doméstico,50,1352.46,Salud y pensión,No,Informal
452,57,Femenino,Cusco,Urbana,Comercio ambulante,55,1006.96,Ninguno,Sí,Formal
453,54,Masculino,Lima,Urbana,Empleo formal,59,1280.83,Solo salud,No,Formal
454,40,Masculino,Lima,Rural,Empleo formal,21,1487.95,Salud y pensión,No,Informal
455,39,Masculino,Lambayeque,Urbana,Microempresa,31,1194.15,Solo salud,No,Informal
456,64,Masculino,Huancavelica,Urbana,Servicio doméstico,41,1642.4,Ninguno,Sí,Informal
457,57,Femenino,Lima,Urbana,Servicio doméstico,43,1694.86,Solo salud,No,Formal
458,54,Femenino,Arequipa,Rural,Empleo formal,47,1089.7,Solo salud,No,Informal
459,47,Masculino,Arequipa,Rural,Empleo formal,56,985.17,Salud y pensión,No,Formal
460,47,Masculino,Arequipa,Urbana,Comercio ambulante,44,781.13,Ninguno,No,Informal
461,47,Masculino,Lima,Urbana,Comercio ambulante,52,779.56,Salud y pensión,No,Informal
462,34,Femenino,Lima,Urbana,Servicio doméstico,54,1265.02,Ninguno,No,Informal
463,42,Masculino,Lambayeque,Urbana,Empleo formal,57,1654.03,Ninguno,No,Formal
464,43,Masculino,Lambayeque,Urbana,Comercio ambulante,15,832.12,Salud y pensión,No,Formal
465,30,Masculino,Huancavelica,Urbana,Comercio ambulante,32,863.44,Ninguno,No,Informal
466,37,Femenino,Arequipa,Rural,Freelance,41,1050.65,Ninguno,No,Formal
467,50,Femenino,Huancavelica,Rural,Servicio doméstico,21,1428.54,Solo salud,No,Formal
468,47,Masculino,Huancavelica,Urbana,Comercio ambulante,56,931.45,Ninguno,No,Informal
469,28,Femenino,Cusco,Urbana,Comercio ambulante,48,1908.32,Ninguno,No,Informal
470,32,Femenino,Arequipa,Urbana,Empleo formal,37,1330.0,Solo salud,No,Informal
471,22,Masculino,Cusco,Rural,Microempresa,23,434.08,Solo salud,No,Informal
472,55,Masculino,Lima,Urbana,Freelance,47,1255.63,Solo salud,No,Informal
473,54,Masculino,Huancavelica,Urbana,Freelance,18,1054.08,Ninguno,Sí,Informal
474,40,Femenino,Arequipa,Urbana,Comercio ambulante,53,293.88,Ninguno,No,Informal
475,24,Masculino,Lambayeque,Urbana,Empleo formal,20,1060.85,Ninguno,No,Formal
476,26,Masculino,Lambayeque,Urbana,Servicio doméstico,51,1061.0,Salud y pensión,Sí,Informal
477,58,Masculino,Huancavelica,Rural,Freelance,53,1436.37,Salud y pensión,No,Informal
478,35,Femenino,Cusco,Urbana,Microempresa,52,1045.75,Solo salud,Sí,Informal
479,59,Masculino,Arequipa,Urbana,Servicio doméstico,12,2195.98,Ninguno,No,Formal
480,43,Femenino,Lima,Urbana,Microempresa,36,1383.56,Solo salud,Sí,Formal
481,58,Masculino,Cusco,Rural,Empleo formal,31,1074.69,Ninguno,Sí,Informal
482,59,Femenino,Lima,Urbana,Microempresa,42,1075.69,Ninguno,No,Formal
483,55,Femenino,Arequipa,Urbana,Servicio doméstico,44,852.0,Ninguno,Sí,Informal
484,43,Masculino,Lima,Urbana,Comercio ambulante,54,1084.58,Salud y pensión,No,Informal
485,32,Femenino,Huancavelica,Urbana,Microempresa,30,421.92,Ninguno,No,Informal
486,49,Masculino,Lambayeque,Urbana,Comercio ambulante,40,1489.51,Ninguno,No,Informal
487,47,Femenino,Cusco,Urbana,Comercio ambulante,42,1071.84,Solo salud,No,Informal
488,33,Masculino,Arequipa,Urbana,Comercio ambulante,44,1106.77,Ninguno,No,Informal
489,59,Femenino,San Martín,Urbana,Empleo formal,21,1842.42,Salud y pensión,No,Formal
490,39,Masculino,Lima,Urbana,Microempresa,49,1743.13,Ninguno,Sí,Informal
491,29,Masculino,Huancavelica,Urbana,Servicio doméstico,50,1144.85,Ninguno,Sí,Formal
492,53,Femenino,Huancavelica,Urbana,Servicio doméstico,31,1100.64,Ninguno,No,Informal
493,32,Masculino,Huancavelica,Urbana,Empleo formal,30,755.7,Salud y pensión,Sí,Informal
494,29,Femenino,Huancavelica,Rural,Servicio doméstico,24,1652.59,Salud y pensión,No,Informal
495,32,Masculino,San Martín,Rural,Comercio ambulante,36,1051.64,Salud y pensión,Sí,Formal
496,34,Masculino,Huancavelica,Urbana,Empleo formal,59,1396.24,Salud y pensión,Sí,Informal
497,53,Masculino,San Martín,Urbana,Comercio ambulante,36,637.21,Ninguno,No,Informal
498,46,Masculino,Cusco,Urbana,Microempresa,44,1012.08,Ninguno,No,Informal
499,21,Masculino,Lima,Urbana,Servicio doméstico,42,1086.84,Solo salud,Sí,Informal
500,51,Femenino,Lima,Urbana,Empleo formal,47,1618.11,Ninguno,No,Informal
501,49,Femenino,Cusco,Urbana,Microempresa,54,653.31,Ninguno,No,Informal
502,34,Masculino,Arequipa,Urbana,Microempresa,37,615.1,Solo salud,No,Informal
503,34,Masculino,Huancavelica,Urbana,Microempresa,11,774.23,Solo salud,No,Formal
504,38,Femenino,San Martín,Urbana,Empleo formal,57,382.52,Ninguno,Sí,Informal
505,29,Femenino,Huancavelica,Urbana,Empleo formal,26,875.34,Solo salud,Sí,Informal
506,52,Masculino,Arequipa,Urbana,Microempresa,10,835.43,Ninguno,No,Informal
507,62,Femenino,Huancavelica,Urbana,Servicio doméstico,19,1056.34,Ninguno,No,Informal
508,21,Femenino,Lima,Urbana,Comercio ambulante,28,1600.77,Salud y pensión,No,Informal
509,36,Femenino,Cusco,Urbana,Empleo formal,44,716.77,Solo salud,Sí,Informal
510,64,Masculino,Arequipa,Urbana,Microempresa,57,1714.01,Ninguno,Sí,Formal
511,52,Femenino,Arequipa,Rural,Servicio doméstico,42,627.34,Solo salud,Sí,Formal
512,30,Masculino,Arequipa,Rural,Servicio doméstico,25,987.6,Solo salud,Sí,Formal
513,42,Masculino,Arequipa,Urbana,Comercio ambulante,44,1486.21,Salud y pensión,No,Informal
514,47,Masculino,Arequipa,Urbana,Comercio ambulante,38,1275.25,Solo salud,Sí,Informal
515,55,Masculino,Arequipa,Urbana,Comercio ambulante,36,640.1,Salud y pensión,No,Formal
516,31,Masculino,Arequipa,Urbana,Servicio doméstico,20,1540.8,Ninguno,No,Formal
517,45,Masculino,San Martín,Urbana,Freelance,55,1105.56,Salud y pensión,No,Informal
518,34,Femenino,Lima,Rural,Comercio ambulante,50,484.28,Ninguno,No,Informal
519,33,Masculino,Arequipa,Urbana,Microempresa,22,1026.93,Ninguno,No,Formal
520,51,Masculino,Huancavelica,Urbana,Microempresa,28,1717.86,Solo salud,No,Informal
521,27,Masculino,Arequipa,Urbana,Servicio doméstico,54,1063.09,Salud y pensión,No,Informal
522,33,Femenino,Lima,Rural,Freelance,59,830.68,Ninguno,No,Informal
523,19,Masculino,Lambayeque,Rural,Microempresa,27,1623.15,Solo salud,No,Formal
524,18,Masculino,Huancavelica,Urbana,Freelance,12,1504.12,Ninguno,No,Informal
525,28,Masculino,Cusco,Urbana,Microempresa,23,1738.65,Solo salud,Sí,Formal
526,31,Femenino,Lima,Urbana,Microempresa,50,1237.89,Ninguno,Sí,Formal
527,23,Femenino,San Martín,Urbana,Comercio ambulante,25,612.57,Ninguno,Sí,Informal
528,22,Femenino,Arequipa,Urbana,Freelance,49,1172.49,Ninguno,Sí,Informal
529,19,Femenino,Lima,Urbana,Freelance,22,880.36,Ninguno,No,Formal
530,58,Masculino,Lima,Urbana,Empleo formal,59,862.99,Ninguno,No,Informal
531,60,Femenino,San Martín,Urbana,Comercio ambulante,35,479.28,Solo salud,Sí,Informal
532,44,Femenino,Lambayeque,Urbana,Freelance,44,1752.67,Solo salud,No,Informal
533,35,Femenino,Cusco,Urbana,Empleo formal,32,1032.62,Salud y pensión,Sí,Informal
534,50,Masculino,Cusco,Rural,Empleo formal,29,849.74,Ninguno,No,Formal
535,62,Masculino,Lambayeque,Urbana,Freelance,43,1206.78,Ninguno,No,Informal
536,27,Masculino,Arequipa,Urbana,Empleo formal,22,809.85,Solo salud,Sí,Informal
537,42,Masculino,Arequipa,Urbana,Freelance,24,1037.93,Ninguno,No,Informal
538,58,Femenino,Huancavelica,Urbana,Servicio doméstico,37,611.0,Ninguno,No,Informal
539,19,Masculino,Cusco,Urbana,Servicio doméstico,35,537.06,Ninguno,Sí,Formal
540,26,Masculino,San Martín,Urbana,Empleo formal,25,757.4,Ninguno,No,Informal
541,21,Masculino,Arequipa,Urbana,Empleo formal,18,1244.52,Solo salud,No,Formal
542,31,Masculino,Arequipa,Urbana,Empleo formal,47,918.27,Solo salud,No,Informal
543,39,Femenino,Lima,Urbana,Comercio ambulante,22,787.84,Ninguno,Sí,Formal
544,29,Femenino,Arequipa,Urbana,Servicio doméstico,17,1768.6,Salud y pensión,No,Informal
545,39,Masculino,Huancavelica,Urbana,Freelance,15,1848.83,Solo salud,No,Informal
546,19,Masculino,San Martín,Rural,Freelance,58,607.99,Ninguno,No,Informal
547,54,Femenino,Lambayeque,Urbana,Empleo formal,12,958.41,Ninguno,No,Informal
548,52,Femenino,Lima,Urbana,Comercio ambulante,54,729.34,Salud y pensión,No,Formal
549,29,Masculino,Huancavelica,Urbana,Microempresa,52,897.11,Ninguno,No,Informal
550,42,Femenino,Arequipa,Rural,Freelance,44,368.15,Ninguno,No,Informal
551,36,Masculino,Arequipa,Urbana,Empleo formal,43,1227.6,Salud y pensión,No,Formal
552,59,Masculino,Lima,Urbana,Microempresa,18,1757.48,Ninguno,Sí,Informal
553,48,Femenino,San Martín,Urbana,Freelance,14,875.57,Ninguno,No,Formal
554,45,Masculino,Lambayeque,Urbana,Microempresa,25,811.95,Ninguno,Sí,Informal
555,46,Masculino,Huancavelica,Urbana,Comercio ambulante,18,1691.09,Ninguno,No,Formal
556,37,Masculino,Arequipa,Urbana,Servicio doméstico,48,1331.96,Salud y pensión,Sí,Informal
557,60,Masculino,Arequipa,Rural,Comercio ambulante,16,1820.51,Ninguno,No,Informal
558,59,Masculino,Cusco,Urbana,Empleo formal,43,656.12,Solo salud,No,Informal
559,39,Masculino,San Martín,Urbana,Freelance,57,952.89,Solo salud,No,Formal
560,27,Femenino,Cusco,Rural,Empleo formal,23,499.56,Solo salud,Sí,Informal
561,36,Masculino,Lima,Rural,Microempresa,37,1570.06,Ninguno,No,Informal
562,63,Femenino,Lambayeque,Rural,Freelance,59,1617.36,Solo salud,Sí,Informal
563,64,Femenino,San Martín,Urbana,Microempresa,38,781.5,Solo salud,No,Informal
564,31,Femenino,Arequipa,Urbana,Microempresa,47,1204.96,Ninguno,Sí,Formal
565,60,Masculino,Lima,Urbana,Microempresa,26,1180.83,Ninguno,No,Informal
566,34,Femenino,Lambayeque,Urbana,Servicio doméstico,39,1030.7,Ninguno,Sí,Informal
567,32,Femenino,Cusco,Urbana,Empleo formal,25,1708.12,Solo salud,No,Informal
568,44,Femenino,Lambayeque,Urbana,Freelance,50,321.62,Ninguno,No,Informal
569,60,Masculino,Lambayeque,Rural,Empleo formal,46,1376.55,Ninguno,No,Formal
570,61,Masculino,Lambayeque,Urbana,Comercio ambulante,21,867.12,Salud y pensión,No,Formal
571,48,Femenino,Huancavelica,Urbana,Comercio ambulante,18,1207.73,Salud y pensión,No,Informal
572,28,Masculino,Lima,Urbana,Servicio doméstico,29,1003.41,Salud y pensión,Sí,Formal
573,56,Femenino,Arequipa,Urbana,Microempresa,39,2439.09,Ninguno,Sí,Informal
574,61,Femenino,Cusco,Urbana,Comercio ambulante,41,630.13,Ninguno,No,Formal
575,63,Femenino,Lambayeque,Urbana,Microempresa,33,1359.96,Solo salud,No,Informal
576,55,Masculino,Lima,Urbana,Microempresa,39,1640.27,Ninguno,No,Informal
577,20,Masculino,San Martín,Urbana,Comercio ambulante,51,1676.94,Ninguno,No,Informal
578,49,Masculino,San Martín,Urbana,Comercio ambulante,15,1358.35,Solo salud,No,Informal
579,47,Masculino,Lima,Rural,Comercio ambulante,48,835.01,Salud y pensión,No,Informal
580,25,Femenino,Arequipa,Urbana,Microempresa,50,1061.4,Salud y pensión,Sí,Formal
581,57,Femenino,Cusco,Urbana,Empleo formal,13,890.04,Solo salud,Sí,Formal
582,26,Femenino,Lambayeque,Urbana,Microempresa,35,1131.58,Solo salud,Sí,Formal
583,46,Masculino,San Martín,Urbana,Empleo formal,58,1105.46,Ninguno,No,Formal
584,48,Femenino,Lambayeque,Urbana,Freelance,45,569.28,Ninguno,No,Formal
585,30,Masculino,Cusco,Urbana,Comercio ambulante,51,1043.86,Salud y pensión,No,Informal
586,45,Femenino,Lambayeque,Rural,Microempresa,32,1195.56,Solo salud,No,Informal
587,44,Masculino,San Martín,Urbana,Empleo formal,46,1056.45,Salud y pensión,Sí,Formal
588,36,Masculino,Huancavelica,Urbana,Comercio ambulante,24,1470.69,Ninguno,Sí,Informal
589,47,Masculino,Lambayeque,Urbana,Freelance,18,2305.02,Solo salud,No,Informal
590,54,Femenino,Lambayeque,Urbana,Freelance,40,849.21,Solo salud,Sí,Formal
591,45,Masculino,Lima,Rural,Comercio ambulante,10,1629.86,Salud y pensión,Sí,Formal
592,39,Femenino,San Martín,Urbana,Servicio doméstico,36,1580.68,Salud y pensión,No,Informal
593,19,Femenino,Lambayeque,Rural,Microempresa,52,1070.23,Ninguno,No,Informal
594,55,Masculino,Lima,Urbana,Empleo formal,15,1475.4,Ninguno,No,Informal
595,48,Masculino,Arequipa,Urbana,Empleo formal,42,961.96,Ninguno,No,Informal
596,64,Femenino,San Martín,Rural,Freelance,23,253.59,Solo salud,No,Informal
